[2022-06-08 17:01:50,065] Pre-Condition - Step 01: Open Browser 'firefox' and navigate to 'https://opensource-demo.orangehrmlive.com/'
[2022-06-08 17:16:54,497]  -------------------------- PASSED -------------------------- 
[2022-06-08 17:16:54,522]  -------------------------- PASSED -------------------------- 
[2022-06-08 17:16:54,552]  -------------------------- PASSED -------------------------- 
[2022-06-08 17:16:54,552] Personal Details 03 - Step 03: Click To 'Edit' button at 'Personal Details' form
[2022-06-08 17:16:54,846] Personal Details 03 - Step 04: Verify 'Employee ID' textbox is still disabled
[2022-06-08 17:16:54,880]  -------------------------- PASSED -------------------------- 
[2022-06-08 17:16:54,880] Personal Details 03 - Step 05: Verify 'Driver's License Number' textbox is still disabled
[2022-06-08 17:16:54,906]  -------------------------- PASSED -------------------------- 
[2022-06-08 17:16:54,906] Personal Details 03 - Step 06: Verify 'SSN Number' textbox is still disabled
[2022-06-08 17:16:54,930]  -------------------------- PASSED -------------------------- 
[2022-06-08 17:16:54,930] Personal Details 03 - Step 07: Verify 'SIN Number' textbox is still disabled
[2022-06-08 17:16:54,955]  -------------------------- PASSED -------------------------- 
[2022-06-08 17:16:54,956] Personal Details 03 - Step 08: Verify 'Date of Birth' textbox is still disabled
[2022-06-08 17:16:54,979]  -------------------------- PASSED -------------------------- 
[2022-06-08 17:16:54,979] Personal Details 03 - Step 09: Enter new value to 'First Name' textbox
[2022-06-08 17:16:55,048] Personal Details 03 - Step 10: Enter new value to 'Last Name' textbox
[2022-06-08 17:16:55,098] Personal Details 03 - Step 11: Select new value to 'Gender' radio button
[2022-06-08 17:16:55,353] Personal Details 03 - Step 12: Select new value to 'Marital Status' dropdown
[2022-06-08 17:16:55,651] Personal Details 03 - Step 13: Select new value to 'Nationality' dropdown
[2022-06-08 17:16:55,931] Personal Details 03 - Step 14: Click to 'Save' button at 'Personal Details' form
[2022-06-08 17:16:57,590] Personal Details 03 - Step 15: Verify Success Message is displayed
[2022-06-08 17:16:57,661]  -------------------------- PASSED -------------------------- 
[2022-06-08 17:16:57,661] Personal Details 03 - Step 16: Verify 'First Name' textbox is updated successfully
[2022-06-08 17:16:57,691]  -------------------------- PASSED -------------------------- 
[2022-06-08 17:16:57,691] Personal Details 03 - Step 17: Verify 'Last Name' textbox is updated successfully
[2022-06-08 17:16:57,718]  -------------------------- PASSED -------------------------- 
[2022-06-08 17:16:57,718] Personal Details 03 - Step 18: Verify 'Gender' radio button is updated successfully
[2022-06-08 17:16:57,742]  -------------------------- PASSED -------------------------- 
[2022-06-08 17:16:57,743] Personal Details 03 - Step 19: Verify 'Marital Status' dropdown is updated successfully
[2022-06-08 17:16:57,803]  -------------------------- PASSED -------------------------- 
[2022-06-08 17:16:57,803] Personal Details 03 - Step 20: Verify 'Nationality' dropdown is updated successfully
[2022-06-08 17:16:57,864]  -------------------------- FAILED -------------------------- 
[2022-06-08 17:16:57,864] Personal Details 03 - Step 21: Verify 'Employee ID' textbox value is correct
[2022-06-08 17:16:57,896]  -------------------------- PASSED -------------------------- 
[2022-06-08 17:16:58,392] Post-Condition: Close Browser 'firefox'
[2022-06-08 17:16:58,392] OS name = windows 10
[2022-06-08 17:16:58,393] Driver instance name = firefoxdriver: firefox on windows (1d9dde23-7d5e-409a-b706-f9e852d88780)
[2022-06-08 17:17:27,359] Pre-Condition - Step 01: Open Browser 'firefox' and navigate to 'https://opensource-demo.orangehrmlive.com/'
[2022-06-08 17:17:34,777] Pre-Condition - Step 02: Login with Admin Role
[2022-06-08 17:17:38,165] Add New 01 - Step 01: Open 'Employee List' page
[2022-06-08 17:17:41,539] Add New 01 - Step 02: Click to 'Add' button
[2022-06-08 17:17:42,363] Add New 01 - Step 03: Enter to 'First Name' textbox with value is: Automation676
[2022-06-08 17:17:42,478] Add New 01 - Step 04: Enter to 'Last Name' textbox with value is: FC
[2022-06-08 17:17:42,547] Add New 01 - Step 05: Get value of 'Employee ID'
[2022-06-08 17:17:42,584] Add New 01 - Step 06: Click to 'Create Login Details' checkbox
[2022-06-08 17:17:42,859] Add New 01 - Step 07: Enter to 'User Name' textbox with value is: automationfc152
[2022-06-08 17:17:42,941] Add New 01 - Step 08: Enter to 'Password' textbox with value is: 123456789
[2022-06-08 17:17:43,006] Add New 01 - Step 09: Enter to 'Confirm Password' textbox with value is: 123456789
[2022-06-08 17:17:43,049] Add New 01 - Step 10: Select 'Enabled' value in 'Status' dropdown
[2022-06-08 17:17:43,096] Add New 01 - Step 11: Click to 'Save' button
[2022-06-08 17:17:43,909] Add New 01 - Step 12: Open 'Employee List' page
[2022-06-08 17:17:51,670] Add New 01 - Step 13: Enter to 'Employee Name' textbox with value is: Automation676 FC
[2022-06-08 17:17:51,781] Add New 01 - Step 14: Click to 'Search' button
[2022-06-08 17:17:57,984] Add New 01 - Step 15: Verify Employee Information displayed at 'Result Table'
[2022-06-08 17:17:58,081]  -------------------------- PASSED -------------------------- 
[2022-06-08 17:17:58,148]  -------------------------- PASSED -------------------------- 
[2022-06-08 17:17:58,231]  -------------------------- PASSED -------------------------- 
[2022-06-08 17:17:58,302] Upload Avatar 02 - Step 01: Login with Employee Role
[2022-06-08 17:18:01,622] Upload Avatar 02 - Step 02: Click to My Info Menu
[2022-06-08 17:18:03,587] Upload Avatar 02 - Step 03: Click to Change Photo image
[2022-06-08 17:18:04,584] Upload Avatar 02 - Step 04: Upload new avatar
[2022-06-08 17:18:04,612] Upload Avatar 02 - Step 05: Click to Upload button
[2022-06-08 17:18:07,316] Upload Avatar 02 - Step 06: Verify Success Message is displayed
[2022-06-08 17:18:07,375]  -------------------------- PASSED -------------------------- 
[2022-06-08 17:18:07,376] Upload Avatar 02 - Step 07: Verify new Avatar is displayed
[2022-06-08 17:18:07,427]  -------------------------- PASSED -------------------------- 
[2022-06-08 17:18:07,435] Personal Details 03 - Step 01: Open 'Personal Details' tab at Side bar
[2022-06-08 17:18:08,429] Personal Details 03 - Step 02: Verify all fields at 'Personal Details' form are disabled
[2022-06-08 17:18:08,471]  -------------------------- PASSED -------------------------- 
[2022-06-08 17:18:08,499]  -------------------------- PASSED -------------------------- 
[2022-06-08 17:18:08,525]  -------------------------- PASSED -------------------------- 
[2022-06-08 17:18:08,552]  -------------------------- PASSED -------------------------- 
[2022-06-08 17:18:08,582]  -------------------------- PASSED -------------------------- 
[2022-06-08 17:18:08,612]  -------------------------- PASSED -------------------------- 
[2022-06-08 17:18:08,637]  -------------------------- PASSED -------------------------- 
[2022-06-08 17:18:08,673]  -------------------------- PASSED -------------------------- 
[2022-06-08 17:18:08,704]  -------------------------- PASSED -------------------------- 
[2022-06-08 17:18:08,704] Personal Details 03 - Step 03: Click To 'Edit' button at 'Personal Details' form
[2022-06-08 17:18:08,991] Personal Details 03 - Step 04: Verify 'Employee ID' textbox is still disabled
[2022-06-08 17:18:09,031]  -------------------------- PASSED -------------------------- 
[2022-06-08 17:18:09,032] Personal Details 03 - Step 05: Verify 'Driver's License Number' textbox is still disabled
[2022-06-08 17:18:09,058]  -------------------------- PASSED -------------------------- 
[2022-06-08 17:18:09,058] Personal Details 03 - Step 06: Verify 'SSN Number' textbox is still disabled
[2022-06-08 17:18:09,082]  -------------------------- PASSED -------------------------- 
[2022-06-08 17:18:09,082] Personal Details 03 - Step 07: Verify 'SIN Number' textbox is still disabled
[2022-06-08 17:18:09,108]  -------------------------- PASSED -------------------------- 
[2022-06-08 17:18:09,109] Personal Details 03 - Step 08: Verify 'Date of Birth' textbox is still disabled
[2022-06-08 17:18:09,132]  -------------------------- PASSED -------------------------- 
[2022-06-08 17:18:09,132] Personal Details 03 - Step 09: Enter new value to 'First Name' textbox
[2022-06-08 17:18:09,182] Personal Details 03 - Step 10: Enter new value to 'Last Name' textbox
[2022-06-08 17:18:09,238] Personal Details 03 - Step 11: Select new value to 'Gender' radio button
[2022-06-08 17:18:09,499] Personal Details 03 - Step 12: Select new value to 'Marital Status' dropdown
[2022-06-08 17:18:09,830] Personal Details 03 - Step 13: Select new value to 'Nationality' dropdown
[2022-06-08 17:18:10,127] Personal Details 03 - Step 14: Click to 'Save' button at 'Personal Details' form
[2022-06-08 17:18:11,716] Personal Details 03 - Step 15: Verify Success Message is displayed
[2022-06-08 17:18:11,777]  -------------------------- PASSED -------------------------- 
[2022-06-08 17:18:11,777] Personal Details 03 - Step 16: Verify 'First Name' textbox is updated successfully
[2022-06-08 17:18:11,807]  -------------------------- PASSED -------------------------- 
[2022-06-08 17:18:11,808] Personal Details 03 - Step 17: Verify 'Last Name' textbox is updated successfully
[2022-06-08 17:18:11,835]  -------------------------- PASSED -------------------------- 
[2022-06-08 17:18:11,835] Personal Details 03 - Step 18: Verify 'Gender' radio button is updated successfully
[2022-06-08 17:18:11,866]  -------------------------- PASSED -------------------------- 
[2022-06-08 17:18:11,867] Personal Details 03 - Step 19: Verify 'Marital Status' dropdown is updated successfully
[2022-06-08 17:18:11,938]  -------------------------- PASSED -------------------------- 
[2022-06-08 17:18:11,938] Personal Details 03 - Step 20: Verify 'Nationality' dropdown is updated successfully
[2022-06-08 17:18:12,488]  -------------------------- PASSED -------------------------- 
[2022-06-08 17:18:12,489] Personal Details 03 - Step 21: Verify 'Employee ID' textbox value is correct
[2022-06-08 17:18:12,518]  -------------------------- PASSED -------------------------- 
[2022-06-08 17:18:12,575] Post-Condition: Close Browser 'firefox'
[2022-06-08 17:18:12,575] OS name = windows 10
[2022-06-08 17:18:12,575] Driver instance name = firefoxdriver: firefox on windows (003e0ec4-7c66-48df-8729-940aacc06ce3)
[2022-06-09 09:00:13,469] Pre-Condition - Step 01: Open Browser 'firefox' and navigate to 'https://opensource-demo.orangehrmlive.com/'
[2022-06-09 09:00:22,395] Pre-Condition - Step 02: Login with Admin Role
[2022-06-09 09:00:26,655] Add New 01 - Step 01: Open 'Employee List' page
[2022-06-09 09:00:29,794] Add New 01 - Step 02: Click to 'Add' button
[2022-06-09 09:00:31,328] Add New 01 - Step 03: Enter to 'First Name' textbox with value is: Automation717
[2022-06-09 09:00:31,409] Add New 01 - Step 04: Enter to 'Last Name' textbox with value is: FC
[2022-06-09 09:00:31,464] Add New 01 - Step 05: Get value of 'Employee ID'
[2022-06-09 09:00:31,526] Add New 01 - Step 06: Click to 'Create Login Details' checkbox
[2022-06-09 09:00:31,803] Add New 01 - Step 07: Enter to 'User Name' textbox with value is: automationfc112
[2022-06-09 09:00:31,851] Add New 01 - Step 08: Enter to 'Password' textbox with value is: 123456789
[2022-06-09 09:00:31,921] Add New 01 - Step 09: Enter to 'Confirm Password' textbox with value is: 123456789
[2022-06-09 09:00:31,970] Add New 01 - Step 10: Select 'Enabled' value in 'Status' dropdown
[2022-06-09 09:00:32,033] Add New 01 - Step 11: Click to 'Save' button
[2022-06-09 09:00:33,361] Add New 01 - Step 12: Open 'Employee List' page
[2022-06-09 09:00:42,775] Add New 01 - Step 13: Enter to 'Employee Name' textbox with value is: Automation717 FC
[2022-06-09 09:00:42,870] Add New 01 - Step 14: Click to 'Search' button
[2022-06-09 09:00:49,926] Add New 01 - Step 15: Verify Employee Information displayed at 'Result Table'
[2022-06-09 09:00:50,033]  -------------------------- PASSED -------------------------- 
[2022-06-09 09:00:50,105]  -------------------------- PASSED -------------------------- 
[2022-06-09 09:00:50,203]  -------------------------- PASSED -------------------------- 
[2022-06-09 09:00:50,337] Upload Avatar 02 - Step 01: Login with Employee Role
[2022-06-09 09:00:54,818] Upload Avatar 02 - Step 02: Click to My Info Menu
[2022-06-09 09:00:57,048] Upload Avatar 02 - Step 03: Click to Change Photo image
[2022-06-09 09:00:58,316] Upload Avatar 02 - Step 04: Upload new avatar
[2022-06-09 09:00:58,350] Upload Avatar 02 - Step 05: Click to Upload button
[2022-06-09 09:01:01,515] Upload Avatar 02 - Step 06: Verify Success Message is displayed
[2022-06-09 09:01:01,578]  -------------------------- PASSED -------------------------- 
[2022-06-09 09:01:01,578] Upload Avatar 02 - Step 07: Verify new Avatar is displayed
[2022-06-09 09:01:01,624]  -------------------------- PASSED -------------------------- 
[2022-06-09 09:01:01,632] Personal Details 03 - Step 01: Open 'Personal Details' tab at Side bar
[2022-06-09 09:01:03,299] Personal Details 03 - Step 02: Verify all fields at 'Personal Details' form are disabled
[2022-06-09 09:01:03,339]  -------------------------- PASSED -------------------------- 
[2022-06-09 09:01:03,366]  -------------------------- PASSED -------------------------- 
[2022-06-09 09:01:03,396]  -------------------------- PASSED -------------------------- 
[2022-06-09 09:01:03,425]  -------------------------- PASSED -------------------------- 
[2022-06-09 09:01:03,453]  -------------------------- PASSED -------------------------- 
[2022-06-09 09:01:03,484]  -------------------------- PASSED -------------------------- 
[2022-06-09 09:01:03,515]  -------------------------- PASSED -------------------------- 
[2022-06-09 09:01:03,538]  -------------------------- PASSED -------------------------- 
[2022-06-09 09:01:03,567]  -------------------------- PASSED -------------------------- 
[2022-06-09 09:01:03,567] Personal Details 03 - Step 03: Click To 'Edit' button at 'Personal Details' form
[2022-06-09 09:01:03,839] Personal Details 03 - Step 04: Verify 'Employee ID' textbox is still disabled
[2022-06-09 09:01:03,866]  -------------------------- PASSED -------------------------- 
[2022-06-09 09:01:03,866] Personal Details 03 - Step 05: Verify 'Driver's License Number' textbox is still disabled
[2022-06-09 09:01:03,890]  -------------------------- PASSED -------------------------- 
[2022-06-09 09:01:03,890] Personal Details 03 - Step 06: Verify 'SSN Number' textbox is still disabled
[2022-06-09 09:01:03,915]  -------------------------- PASSED -------------------------- 
[2022-06-09 09:01:03,915] Personal Details 03 - Step 07: Verify 'SIN Number' textbox is still disabled
[2022-06-09 09:01:03,939]  -------------------------- PASSED -------------------------- 
[2022-06-09 09:01:03,940] Personal Details 03 - Step 08: Verify 'Date of Birth' textbox is still disabled
[2022-06-09 09:01:03,965]  -------------------------- PASSED -------------------------- 
[2022-06-09 09:01:03,965] Personal Details 03 - Step 09: Enter new value to 'First Name' textbox
